x,y,z,pid,camid,color
-9.822871,10.78512,,584,4,#EF553B
9.620326,11.263428,,562,5,#636EFA
10.029027,-4.191297,,510,4,#FFA15A
8.509755,15.166472,,578,7,#FF97FF
-1.9956944,-10.03626,,592,6,#19D3F3
6.457728,8.979487,,504,5,#EF553B
1.1100689,10.989226,,586,7,#00CC96
16.429472,3.7626863,,508,5,#AB63FA
-2.522004,0.98462445,,560,6,#FECB52
17.833736,1.3560133,,504,8,#EF553B
9.36321,2.281911,,536,1,#B6E880
8.636348,5.808097,,508,8,#AB63FA
-1.4208045,4.5282283,,590,5,#FFA15A
5.6415663,-2.5093443,,576,4,#B6E880
9.477764,-5.5545893,,590,8,#FFA15A
3.1582828,16.948011,,522,5,#636EFA
-5.4718018,-4.248035,,510,1,#FFA15A
-0.29015902,11.193581,,578,2,#FF97FF
-1.9290904,-7.6620684,,592,3,#19D3F3
6.5258856,2.951618,,574,2,#FF6692
5.7425723,7.2047486,,550,4,#FFA15A
9.290423,-8.198796,,538,7,#FF97FF
-8.096974,12.776463,,588,1,#AB63FA
9.375548,5.0923824,,506,3,#00CC96
3.6765716,4.1536155,,584,1,#EF553B
9.002338,9.906156,,544,8,#EF553B
-1.2770733,-3.4019854,,576,1,#B6E880
0.40775803,-1.4862682,,586,2,#00CC96
12.411024,-5.876718,,560,3,#FECB52
-6.666475,1.174821,,576,5,#B6E880
-3.5084612,-7.2903666,,590,4,#FFA15A
10.941213,11.648277,,512,6,#19D3F3
-12.964692,5.5141416,,508,4,#AB63FA
7.947157,4.3742166,,560,7,#FECB52
3.5943456,-1.5529362,,586,6,#00CC96
-10.248559,2.3623316,,574,6,#FF6692
12.6761875,8.282925,,592,7,#19D3F3
13.615825,-3.8233843,,510,5,#FFA15A
11.35795,6.406639,,578,6,#FF97FF
6.0373297,17.719374,,522,1,#636EFA
1.6742507,-10.801499,,510,8,#FFA15A
-6.515638,3.3550606,,584,5,#EF553B
1.1179352,9.412567,,506,7,#00CC96
5.0872307,-0.05059322,,588,5,#AB63FA
1.3498839,-5.0542765,,584,8,#EF553B
1.1745647,-9.228076,,538,3,#FF97FF
5.988742,10.482345,,588,8,#AB63FA
8.599237,-6.8875217,,544,2,#EF553B
0.051738173,-4.2174954,,548,2,#AB63FA
10.793584,-5.2075887,,520,1,#FECB52
-0.95096385,5.843088,,576,6,#B6E880
1.7808408,-1.792782,,586,8,#00CC96
16.791824,-4.396516,,504,7,#EF553B
13.38837,-9.585051,,578,8,#FF97FF
-7.79014,-8.843319,,522,2,#636EFA
10.604168,13.392689,,588,6,#AB63FA
-4.928858,7.5253468,,550,3,#FFA15A
-6.887016,-10.315421,,522,6,#636EFA
-4.881283,3.6648605,,546,8,#00CC96
4.843046,1.4946489,,534,4,#FF6692
-2.8533993,16.570578,,550,7,#FFA15A
-0.19603866,-10.937938,,538,4,#FF97FF
-4.0697756,-3.7053018,,588,2,#AB63FA
-4.975285,6.1693525,,576,2,#B6E880
-7.7716894,5.5111856,,520,8,#FECB52
7.002402,6.8264394,,548,6,#AB63FA
-3.910921,-0.6985845,,520,5,#FECB52
7.8852634,10.937297,,544,6,#EF553B
17.951681,4.48396,,504,3,#EF553B
3.6939569,-4.2766557,,552,4,#19D3F3
-6.7819424,7.9536915,,534,1,#FF6692
2.9677331,6.0756464,,550,2,#FFA15A
6.842255,4.9633045,,538,1,#FF97FF
4.8478665,-3.442617,,510,7,#FFA15A
6.049504,6.2809076,,578,4,#FF97FF
-5.360092,10.705068,,586,4,#00CC96
0.31668818,-2.6495678,,536,2,#B6E880
4.1707163,10.2631855,,552,1,#19D3F3
-0.90896624,2.3789217,,548,3,#AB63FA
8.726772,8.114699,,544,3,#EF553B
-9.253072,6.728881,,552,5,#19D3F3
-3.8187602,-8.709664,,536,6,#B6E880
2.2395885,2.9004905,,552,8,#19D3F3
9.191779,3.862892,,544,7,#EF553B
14.023403,-0.2105618,,548,7,#AB63FA
15.157395,0.4485317,,520,4,#FECB52
3.615915,2.1682684,,538,8,#FF97FF
0.60112923,6.331332,,534,8,#FF6692
11.7450485,4.7987766,,550,6,#FFA15A
3.71689,-0.109524526,,538,5,#FF97FF
7.5023665,-9.962365,,534,5,#FF6692
0.4806098,15.182956,,510,3,#FFA15A
3.680795,-5.9009805,,546,4,#00CC96
-7.12543,-7.721154,,522,7,#636EFA
-1.600203,9.379824,,560,8,#FECB52
-5.5876837,10.499054,,586,4,#00CC96
-4.1145253,12.788635,,508,6,#AB63FA
7.521937,-6.2547364,,560,5,#FECB52
5.976086,-9.696023,,504,6,#EF553B
4.639054,-9.533677,,590,6,#FFA15A
-2.7256157,-3.1104686,,576,7,#B6E880
6.641554,-4.7033134,,584,7,#EF553B
-0.9790428,6.895193,,588,7,#AB63FA
5.022644,8.813091,,506,5,#00CC96
-6.8427835,7.8907933,,534,1,#FF6692
-6.4597917,-0.82738554,,506,8,#00CC96
7.425082,8.309743,,592,5,#19D3F3
-5.228584,-0.23313548,,574,4,#FF6692
4.766644,-3.3164213,,510,7,#FFA15A
5.9297066,6.1750307,,578,4,#FF97FF
7.5217557,-9.977109,,534,5,#FF6692
8.259861,-1.7830573,,506,1,#00CC96
16.412224,-2.0468879,,588,3,#AB63FA
11.026189,-8.82488,,584,3,#EF553B
3.5082326,-5.7258244,,546,4,#00CC96
0.3891173,15.275526,,510,3,#FFA15A
17.566721,12.8116665,,592,1,#19D3F3
16.518988,9.097322,,504,2,#EF553B
2.2557678,2.909884,,552,8,#19D3F3
14.213435,8.980206,,508,2,#AB63FA
-8.487798,-6.3961773,,560,1,#FECB52
6.250069,0.5643773,,576,3,#B6E880
4.3932505,-15.240554,,590,2,#FFA15A
13.460425,-9.514714,,578,8,#FF97FF
2.5734222,-7.8235393,,574,8,#FF6692
3.4479008,-3.1254807,,510,6,#FFA15A
1.6383007,-3.720982,,578,5,#FF97FF
19.4889,0.78968066,,574,5,#FF6692
-3.814537,11.089795,,506,4,#00CC96
10.706806,13.476598,,588,6,#AB63FA
4.924021,-8.112312,,584,6,#EF553B
11.522037,0.24401756,,512,5,#19D3F3
-0.9061511,5.810506,,576,6,#B6E880
12.675234,-7.496965,,590,7,#FFA15A
-0.0030072427,-4.1658497,,548,2,#AB63FA
10.588443,-5.4312816,,520,1,#FECB52
11.938554,8.422673,,504,7,#EF553B
6.0745115,1.9795913,,508,7,#AB63FA
3.7017915,14.630449,,586,5,#00CC96
1.7215449,-1.7309471,,586,8,#00CC96
7.0141964,6.858569,,548,6,#AB63FA
-3.687951,-0.89310837,,520,5,#FECB52
-5.0007267,6.1587367,,576,2,#B6E880
6.9788327,-1.8496413,,512,1,#19D3F3
3.6862006,-4.285992,,552,4,#19D3F3
-6.6815715,9.970756,,586,1,#00CC96
3.7684226,-11.577527,,508,3,#AB63FA
18.13379,4.66057,,504,3,#EF553B
8.938575,-3.3218198,,574,1,#FF6692
-4.8359804,3.7131193,,546,8,#00CC96
8.509752,13.868677,,510,2,#FFA15A
17.722242,3.0488288,,578,1,#FF97FF
-8.760808,-1.8564252,,584,2,#EF553B
11.694249,-12.090035,,562,3,#636EFA
-4.1868396,-3.85797,,588,2,#AB63FA
-3.6874647,0.46287814,,544,5,#EF553B
1.732252,-0.35187435,,548,5,#AB63FA
0.8068686,0.058871984,,520,6,#FECB52
9.094656,9.998793,,544,8,#EF553B
-5.53075,8.559712,,552,7,#19D3F3
6.419869,2.902764,,574,2,#FF6692
-4.8953514,-13.06732,,522,8,#636EFA
3.330559,17.098892,,522,5,#636EFA
9.49991,4.9769173,,506,3,#00CC96
5.787794,7.173173,,550,4,#FFA15A
9.218057,-8.26048,,538,7,#FF97FF
-6.7462964,-5.8494477,,534,7,#FF6692
6.115526,17.797644,,522,1,#636EFA
1.0506052,7.2657595,,546,2,#00CC96
17.656116,-0.13463628,,574,6,#FF6692
1.3202467,-5.089044,,584,8,#EF553B
1.3199519,-9.374592,,538,3,#FF97FF
1.2576253,9.501389,,506,7,#00CC96
-3.5169907,-7.285801,,590,4,#FFA15A
-3.8499434,4.7636485,,548,1,#AB63FA
2.8775237,7.422245,,520,2,#FECB52
2.0045764,5.768788,,544,1,#EF553B
3.2121873,9.270816,,552,3,#19D3F3
-2.4136388,4.2384048,,534,6,#FF6692
17.22743,10.930122,,550,5,#FFA15A
4.066415,5.6441174,,538,6,#FF97FF
11.3961315,7.496367,,550,8,#FFA15A
-9.981686,-7.798039,,522,4,#636EFA
-5.942832,-2.902924,,546,7,#00CC96
13.453039,5.940859,,508,1,#AB63FA
-0.44043976,13.162202,,560,2,#FECB52
18.153416,8.718898,,536,5,#B6E880
5.2374578,14.770625,,552,6,#19D3F3
10.585349,5.2892303,,512,3,#19D3F3
-0.6455079,-7.0823493,,520,7,#FECB52
-7.5641932,-0.52705055,,552,2,#19D3F3
9.361388,2.2571976,,536,1,#B6E880
16.112196,3.60376,,508,5,#AB63FA
-2.022672,-14.692521,,560,6,#FECB52
9.529666,-5.58277,,590,8,#FFA15A
-9.762656,10.729606,,584,4,#EF553B
13.422315,-2.2409132,,550,1,#FFA15A
8.869075,-0.77738816,,538,2,#FF97FF
5.3564677,4.914339,,534,2,#FF6692
6.3516855,-8.185879,,574,3,#FF6692
12.732371,9.772618,,592,2,#19D3F3
1.7610998,14.495101,,578,3,#FF97FF
-9.972608,-7.808455,,522,4,#636EFA
13.955746,-5.3595133,,562,1,#636EFA
-1.8167475,-5.9378233,,506,2,#00CC96
4.113854,5.5955343,,538,6,#FF97FF
17.228628,10.928137,,550,5,#FFA15A
7.700091,-8.071589,,590,1,#FFA15A
10.588499,5.2920356,,512,3,#19D3F3
-0.448236,13.169098,,560,2,#FECB52
13.436041,5.9217334,,508,1,#AB63FA
-3.542357,8.025822,,586,3,#00CC96
16.712772,5.615834,,504,1,#EF553B
-1.386943,4.50217,,590,5,#FFA15A
5.5663095,-2.5423872,,576,4,#B6E880
9.544308,-5.5927615,,590,8,#FFA15A
6.663447,8.808003,,504,5,#EF553B
1.1493309,10.946883,,586,7,#00CC96
-2.5066857,0.96673197,,560,6,#FECB52
16.141317,3.6106582,,508,5,#AB63FA
17.84239,1.3669418,,504,8,#EF553B
8.6146145,5.760064,,508,8,#AB63FA
8.482544,15.19683,,578,7,#FF97FF
10.061206,-4.1438107,,510,4,#FFA15A
-2.0578692,-9.984154,,592,6,#19D3F3
8.877903,-0.7832161,,538,2,#FF97FF
13.396052,-2.2643447,,550,1,#FFA15A
5.4765053,-5.0629506,,588,4,#AB63FA
11.242525,1.4725403,,506,6,#00CC96
-9.751807,10.714503,,584,4,#EF553B
9.749963,11.182,,562,5,#636EFA
0.43710762,-1.5138535,,586,2,#00CC96
12.416392,-5.8700514,,560,3,#FECB52
-1.1562098,-3.2683232,,576,1,#B6E880
-3.6867309,0.4675883,,544,5,#EF553B
-8.172708,12.849312,,588,1,#AB63FA
9.47529,4.9921103,,506,3,#00CC96
3.59934,4.084761,,584,1,#EF553B
-0.3086339,11.177533,,578,2,#FF97FF
-5.501902,-4.2640405,,510,1,#FFA15A
-1.9502724,-7.644458,,592,3,#19D3F3
-4.898453,-13.070534,,522,8,#636EFA
6.4225936,2.8965995,,574,2,#FF6692
-6.5736217,3.412663,,584,5,#EF553B
1.1849712,9.44199,,506,7,#00CC96
5.0752296,-0.0046099275,,588,5,#AB63FA
1.3225398,-5.079845,,584,8,#EF553B
5.9736853,10.501984,,588,8,#AB63FA
17.654476,-0.13264902,,574,6,#FF6692
12.693354,8.2942705,,592,7,#19D3F3
11.366554,6.3711944,,578,6,#FF97FF
13.494952,-3.6924508,,510,5,#FFA15A
1.6631073,-10.813147,,510,8,#FFA15A
7.9041767,4.420935,,560,7,#FECB52
-12.943996,5.4953923,,508,4,#AB63FA
3.5683877,-1.5286564,,586,6,#00CC96
2.083591,5.702369,,544,1,#EF553B
-6.6661325,1.1766245,,576,5,#B6E880
-3.4655511,-7.335915,,590,4,#FFA15A
11.096311,11.810506,,512,6,#19D3F3
-4.8952765,7.4772325,,550,3,#FFA15A
1.65397,-3.7076035,,578,5,#FF97FF
3.481267,-3.0902295,,510,6,#FFA15A
-7.788879,-8.926658,,522,2,#636EFA
3.6882086,14.6416445,,586,5,#00CC96
8.62047,-6.913194,,544,2,#EF553B
10.581813,-5.4267945,,520,1,#FECB52
0.004318326,-4.1703587,,548,2,#AB63FA
-6.6844444,9.969719,,586,1,#00CC96
3.6714478,-4.301792,,552,4,#19D3F3
-7.8676505,5.4048758,,520,8,#FECB52
