x,y,z,pid,camid,color
-9.229281,11.600741,-5.2043843,512,5,#19D3F3
-19.222141,1.4358336,1.7530117,588,6,#AB63FA
6.7281938,3.0593143,-2.9605012,578,5,#FF97FF
11.409477,8.533258,11.334817,562,3,#636EFA
9.085145,4.473389,-8.158401,578,1,#FF97FF
-4.6123714,14.482109,-7.5513763,504,3,#EF553B
4.7785263,14.916677,7.411987,584,1,#EF553B
-10.236107,-12.217782,2.9471784,522,8,#636EFA
4.1256547,-20.235632,-4.1846504,544,5,#EF553B
3.1977801,2.0251868,27.92706,560,7,#FECB52
-5.243531,-8.660354,14.750696,520,2,#FECB52
6.2428713,4.252067,0.9757797,584,5,#EF553B
-6.8799767,-8.260776,13.451982,520,7,#FECB52
3.3530111,2.2594907,18.993248,546,7,#00CC96
-7.102743,3.131708,1.7762644,550,5,#FFA15A
10.835596,8.787439,-6.7917004,538,2,#FF97FF
15.89773,4.330945,7.7895217,552,2,#19D3F3
-0.03812884,-19.844713,4.498426,508,1,#AB63FA
-14.399702,-0.08081302,-16.22645,590,1,#FFA15A
-10.980343,4.374265,2.1300085,550,8,#FFA15A
-18.385527,-1.4207641,2.259526,588,4,#AB63FA
-6.7266293,1.0885592,-3.117792,510,4,#FFA15A
18.268484,10.000776,-0.8597655,586,7,#00CC96
-6.934836,16.365742,-0.11134314,536,1,#B6E880
-13.756186,-2.4678943,-16.948616,590,8,#FFA15A
4.6160765,-0.4034357,21.994188,592,3,#19D3F3
-21.445242,4.017084,-0.42504734,588,1,#AB63FA
-13.690676,-9.868533,-7.269135,576,1,#B6E880
-11.760637,-4.0498214,-16.678719,590,4,#FFA15A
16.45592,7.7386622,-0.97716284,586,6,#00CC96
8.86511,4.080309,-1.1858553,578,6,#FF97FF
4.75346,-11.571926,6.8247952,506,7,#00CC96
-17.45014,1.6496515,-0.36344162,588,8,#AB63FA
-14.332375,-13.622525,-4.305313,576,6,#B6E880
-3.184973,-5.5309215,1.2787867,522,2,#636EFA
2.2256014,2.2354355,17.727568,546,8,#00CC96
-22.683191,3.0304995,2.9885533,588,2,#AB63FA
-10.263625,-6.9140906,14.526215,520,5,#FECB52
-17.84268,-17.220657,-0.40980884,534,1,#FF6692
9.427728,-0.4365955,1.914288,578,4,#FF97FF
10.191356,-2.063827,4.6482263,548,3,#AB63FA
19.422638,1.0641186,5.084582,552,8,#19D3F3
9.990333,7.472971,-3.4092789,538,8,#FF97FF
-18.704592,-14.859565,-1.0044367,534,5,#FF6692
-0.35204303,1.7105386,24.479948,560,8,#FECB52
-2.6008735,13.830323,-9.768274,504,6,#EF553B
-20.695,1.2355286,-1.0064169,588,7,#AB63FA
1.1844097,0.66880685,19.647493,592,5,#19D3F3
-18.782835,-15.069117,-0.52312726,534,5,#FF6692
1.4530222,3.4488015,19.526007,546,4,#00CC96
19.153759,0.79840666,5.615223,552,8,#19D3F3
-12.345805,-0.89597243,-12.875962,590,2,#FFA15A
6.324166,3.6064436,-2.9185166,578,5,#FF97FF
5.2978263,4.051161,5.5187645,584,6,#EF553B
6.1241527,-2.08029,6.1484237,548,2,#AB63FA
17.947348,5.5972505,-2.6354764,586,5,#00CC96
-13.283631,-15.40373,-2.8220642,576,2,#B6E880
-1.7515368,-18.555729,2.4164054,508,3,#AB63FA
-20.037416,-1.5248471,8.798525,510,2,#FFA15A
-22.935661,2.9974723,3.5184865,588,2,#AB63FA
4.1270323,-23.251917,-5.5849414,544,8,#EF553B
-2.1252823,5.2418733,-2.2698803,522,5,#636EFA
-15.89756,-14.430694,-0.5518453,534,7,#FF6692
8.723191,8.106881,5.378874,584,8,#EF553B
15.304312,-1.9305708,2.5135274,548,1,#AB63FA
-17.321205,-16.669277,-4.3691506,534,6,#FF6692
-12.601327,-11.7504015,-0.2062589,522,4,#636EFA
-5.6381035,18.470327,-0.6455233,536,5,#B6E880
15.778858,4.297138,7.4627185,552,2,#19D3F3
-14.035814,-2.4559584,-16.764858,590,8,#FFA15A
-15.330531,-18.797756,-3.9879704,534,2,#FF6692
-12.885792,-11.732198,-0.03999263,522,4,#636EFA
-6.515692,2.9175684,1.5474902,550,5,#FFA15A
-0.0035937265,-20.25249,4.789931,508,1,#AB63FA
-12.517801,-10.829187,-2.8652098,576,4,#B6E880
2.303012,2.072161,25.63181,560,6,#FECB52
13.10896,5.866393,-11.495655,578,7,#FF97FF
-11.476296,6.756965,5.7592273,550,1,#FFA15A
10.875131,11.914801,9.690724,562,5,#636EFA
4.0494766,-19.95794,-3.8417,544,5,#EF553B
13.6436,4.729189,-7.7712374,578,2,#FF97FF
-4.0483675,2.7862117,15.8116455,574,2,#FF6692
8.609426,8.048157,5.3878684,584,8,#EF553B
8.922715,4.0918536,-1.1266097,578,6,#FF97FF
2.0106907,-15.899056,-1.2267225,508,4,#AB63FA
-11.419968,-3.9438982,-16.637028,590,4,#FFA15A
-19.51154,-1.2752008,5.69541,510,6,#FFA15A
-9.6419115,-6.532998,10.901711,520,1,#FECB52
-8.11121,-8.816661,11.553254,520,8,#FECB52
-16.602753,-12.010166,-1.0081874,534,4,#FF6692
-7.3882775,-12.630904,0.63212746,522,6,#636EFA
-14.107766,-15.798296,-5.6592155,576,7,#B6E880
-18.13397,4.5039062,2.9601035,536,2,#B6E880
10.116058,12.031489,-6.115821,538,1,#FF97FF
1.7243664,3.593825,19.51306,546,4,#00CC96
-17.629377,-13.815054,1.1429139,534,8,#FF6692
0.62365377,-11.309051,-4.2765765,544,7,#EF553B
17.582796,2.3344111,6.059917,552,5,#19D3F3
-4.554803,-6.0291376,-8.952186,542,5,#636EFA
8.862586,3.880327,8.78169,558,7,#FF97FF
8.020894,18.803425,2.2413747,528,5,#AB63FA
16.739796,6.87211,4.1741138,556,4,#B6E880
10.375647,17.06878,4.8197627,528,1,#AB63FA
0.5746876,-6.232066,-14.71077,564,4,#EF553B
10.10724,-0.91504526,8.812313,558,3,#FF97FF
9.685034,7.312998,0.36584586,556,8,#B6E880
-1.5120652,16.889414,5.865659,594,2,#FF6692
8.055901,4.961037,6.7388787,558,6,#FF97FF
8.717008,-17.076733,1.2178246,554,2,#FF6692
-16.984592,2.4103255,-10.203843,526,3,#00CC96
15.805303,-15.6114,-2.9376898,532,2,#19D3F3
-10.545081,10.266346,3.1649268,580,4,#FECB52
-19.699516,0.5796316,-8.884203,570,7,#FFA15A
3.346342,-11.403676,-8.651787,568,6,#AB63FA
-0.77174795,17.021976,2.244177,594,8,#FF6692
12.749111,6.5963798,3.032777,556,6,#B6E880
-12.9610405,-0.39256832,9.914998,600,3,#FECB52
11.926777,-10.36996,-3.2249603,502,2,#636EFA
-8.2262745,8.09751,-10.41246,572,8,#19D3F3
-1.8080101,-8.033441,-15.901231,564,7,#EF553B
2.1085932,12.450895,-1.3286732,518,5,#FF97FF
12.866124,-13.323386,-2.6146593,502,7,#636EFA
-11.230257,7.8624535,2.0670612,580,8,#FECB52
-0.30654615,14.271904,-4.4510074,518,1,#FF97FF
15.08309,-11.684015,2.601594,502,3,#636EFA
11.510483,1.4986172,-1.8118635,556,3,#B6E880
-6.90356,-2.4194448,-7.855571,524,2,#EF553B
-13.594254,3.3831787,-12.43972,526,1,#00CC96
-15.10396,1.0001099,-13.069712,526,5,#00CC96
-7.5998373,-4.885785,-7.299574,524,6,#EF553B
7.834506,-4.733011,-5.485647,540,8,#FECB52
13.901395,24.043734,0.6888282,530,2,#FFA15A
14.479805,-16.995821,-7.1196537,532,1,#19D3F3
13.625323,-5.1064906,-9.135192,540,4,#FECB52
10.175101,-17.532673,-5.987701,532,8,#19D3F3
6.0207963,-14.6587105,-6.0953317,554,5,#FF6692
8.530554,9.929489,10.188952,558,8,#FF97FF
1.7307223,7.4943523,16.211746,598,2,#FF97FF
-1.6026913,-8.936328,-11.777959,568,1,#AB63FA
7.525181,0.920977,-13.666251,514,3,#FF6692
5.284601,5.084327,-15.963514,514,7,#FF6692
15.523701,-11.562227,-2.9214628,502,5,#636EFA
13.252599,-1.601086,-10.9185505,540,3,#FECB52
15.631789,-15.249127,-2.689734,532,2,#19D3F3
-0.20699386,-4.1669617,-16.897474,564,5,#EF553B
3.5304132,4.4805875,-13.003743,514,2,#FF6692
-17.048164,2.7351735,6.495751,600,1,#FECB52
-6.0758514,2.6942644,-9.833134,572,2,#19D3F3
-7.292656,7.4577227,-13.213207,572,6,#19D3F3
-0.39248794,6.815871,14.947439,598,7,#FF97FF
-9.956296,9.161435,-0.22516637,580,6,#FECB52
-19.024899,4.830886,-11.007138,570,5,#FFA15A
17.510744,2.2020833,5.9874697,552,5,#19D3F3
4.260911,-5.450392,6.2734303,548,7,#AB63FA
-18.708834,-14.533812,-1.0730144,534,5,#FF6692
1.8821543,3.7042348,18.788767,546,4,#00CC96
-13.152301,5.269026,5.2864785,550,2,#FFA15A
-18.2469,4.4785023,3.0132718,536,2,#B6E880
-14.571034,-2.8286884,-12.681345,590,6,#FFA15A
-16.694826,-12.256876,-1.2847812,534,4,#FF6692
-10.351571,-6.8904524,14.554628,520,5,#FECB52
16.711016,-0.8889224,8.178247,552,4,#19D3F3
6.6260185,-2.1947544,6.301373,548,2,#AB63FA
-4.160382,4.082755,20.362616,574,8,#FF6692
-11.638599,-3.8874514,-16.43797,590,4,#FFA15A
16.727371,7.7223787,-0.8865697,586,6,#00CC96
5.841036,0.14573422,17.499828,592,7,#19D3F3
-17.670176,1.9067566,-0.12808707,588,8,#AB63FA
-7.566158,4.7751565,-1.5452484,510,1,#FFA15A
-21.424883,4.185368,-0.3781396,588,1,#AB63FA
-13.66276,-9.984887,-7.365607,576,1,#B6E880
7.4001746,-12.035528,7.028412,506,6,#00CC96
13.253201,5.476032,-11.255861,578,7,#FF97FF
-1.543624,-17.214973,8.052214,508,8,#AB63FA
2.6610477,1.9876223,25.781904,560,6,#FECB52
0.0836167,-19.833735,4.455996,508,1,#AB63FA
15.493416,2.5940688,8.841542,552,6,#19D3F3
11.28192,13.517247,8.543132,562,1,#636EFA
8.030707,2.4695573,0.046951413,578,3,#FF97FF
-11.841336,7.2115035,5.711896,550,1,#FFA15A
-7.5095305,11.845425,-8.910514,504,8,#EF553B
-5.6750817,18.482893,-0.65204525,536,5,#B6E880
-12.423127,-12.114712,-0.5714302,522,4,#636EFA
-17.481285,-16.415699,-4.5136366,534,6,#FF6692
-4.9624224,-8.293469,14.497163,520,2,#FECB52
-21.114729,0.72076976,0.7116646,588,5,#AB63FA
5.385221,2.5593455,20.452675,546,2,#00CC96
-16.332829,-14.8117285,-0.35143545,534,7,#FF6692
-10.173176,-12.106705,3.0443804,522,8,#636EFA
4.284963,-20.12768,-4.2515836,544,5,#EF553B
-10.85742,1.690555,2.1488295,550,7,#FFA15A
-7.6945386,-12.579396,0.49288097,522,6,#636EFA
17.301277,3.4280508,-5.2830033,586,1,#00CC96
-8.161767,9.563026,-4.3241296,512,1,#19D3F3
18.188456,5.264133,-2.415303,586,5,#00CC96
4.9251866,-8.911442,7.8014073,506,4,#00CC96
6.7340765,3.4897943,-3.0415804,578,5,#FF97FF
-4.3375034,4.107871,20.51104,574,8,#FF6692
-12.075055,-0.826066,-12.521175,590,2,#FFA15A
0.029758899,-17.605358,5.427739,508,2,#AB63FA
10.141735,7.364826,-3.1560576,538,8,#FF97FF
-5.3355656,1.1051573,19.342579,574,4,#FF6692
4.262966,4.6069207,8.201045,584,7,#EF553B
-13.574347,-16.369371,-5.8619895,576,7,#B6E880
-3.156395,-17.172653,0.6883016,508,6,#AB63FA
-19.296144,4.887397,-10.872457,570,5,#FFA15A
-18.326881,5.6743817,-8.356059,570,8,#FFA15A
-15.269731,0.57081306,9.366308,600,5,#FECB52
-2.4567664,14.959667,3.205145,594,7,#FF6692
0.9464855,-6.753908,-14.559086,564,4,#EF553B
-0.4426335,11.505059,6.43766,594,3,#FF6692
-4.265541,0.6244455,5.675552,582,1,#636EFA
-15.867662,5.375933,-9.996174,570,1,#FFA15A
0.609417,-11.381219,-8.120082,568,5,#AB63FA
-1.1904045,14.468413,6.2932997,594,6,#FF6692
12.206871,23.749031,2.645281,530,1,#FFA15A
-1.4160857,-16.291256,-6.6168785,566,6,#00CC96
-17.246038,2.625548,-7.0767145,570,4,#FFA15A
10.001085,22.436893,-0.6580312,530,5,#FFA15A
7.7018456,0.7617358,-13.820637,514,3,#FF6692
9.919038,7.306,0.4078595,556,8,#B6E880
6.344956,-14.329257,-3.7318366,554,8,#FF6692
8.8489275,11.006841,7.7985597,558,5,#FF97FF
9.998838,-18.06373,-5.6025977,532,8,#19D3F3
-4.5996175,-4.000772,-6.206708,524,7,#EF553B
14.280785,-16.997313,-7.522788,532,1,#19D3F3
-5.9058743,-9.496241,-7.755306,524,3,#EF553B
6.0436115,-12.687418,-0.83770645,554,1,#FF6692
8.609943,21.632122,1.6960554,528,6,#AB63FA
-15.205227,1.0230814,-13.051218,526,5,#00CC96
10.382148,5.545152,9.781194,558,4,#FF97FF
6.140702,-3.405052,-8.892089,542,2,#636EFA
-11.039621,7.4040275,2.1079278,580,8,#FECB52
11.679025,1.8876625,-1.5760039,556,3,#B6E880
14.937428,0.44825956,-10.590041,540,5,#FECB52
15.061316,-11.5100155,2.6901655,502,3,#636EFA
1.1471952,11.136333,-2.9394958,514,1,#FF6692
-11.564321,7.9227066,-1.9017292,580,5,#FECB52
-18.149971,-0.66285044,-8.185399,570,6,#FFA15A
-2.247447,-14.784948,3.5187821,516,6,#B6E880
-8.320126,8.227482,-10.630632,572,8,#19D3F3
11.814282,-10.627732,-3.6104207,502,2,#636EFA
1.6086348,16.657354,6.247411,594,1,#FF6692
9.912295,-17.929214,-6.093355,532,8,#19D3F3
-0.7489408,11.637672,9.503467,594,5,#FF6692
3.428577,-11.140362,-8.900327,568,6,#AB63FA
-10.450754,10.800265,2.7471404,580,4,#FECB52
6.036468,-13.031249,-0.8859538,554,1,#FF6692
15.508873,-15.3667145,-3.0875025,532,2,#19D3F3
8.504919,-16.735558,1.2695942,554,2,#FF6692
1.2092743,15.593651,-6.061226,596,1,#B6E880
11.517532,21.985815,2.1803458,530,8,#FFA15A
9.215194,19.345402,-0.2666683,528,4,#AB63FA
10.073928,7.068384,-10.630574,556,5,#B6E880
-2.6195273,2.4661279,-4.2397237,542,1,#636EFA
-0.31662127,7.254509,14.780191,598,7,#FF97FF
16.501486,6.6697235,4.120485,556,4,#B6E880
8.0442295,18.713184,2.2860665,528,5,#AB63FA
-0.03596553,-16.965721,-2.0716794,566,3,#00CC96
3.581503,5.0483007,-12.870307,514,2,#FF6692
0.51578623,-6.6878586,-14.69698,564,4,#EF553B
-10.954051,-0.77404225,6.834747,600,8,#FECB52
0.16627866,-13.791998,-6.6694903,566,7,#00CC96
0.18336591,12.98435,0.97038925,518,6,#FF97FF
-18.018167,5.766039,-8.3383465,570,8,#FFA15A
-6.8306227,8.969174,-1.0371106,580,2,#FECB52
-1.1036772,13.852424,-1.4931418,518,2,#FF97FF
-6.5643835,-16.933619,5.458555,516,1,#B6E880
-16.693619,2.6791444,6.0651054,600,1,#FECB52
-17.056814,3.0621502,-6.6490993,570,4,#FFA15A
-1.1061904,-16.34785,-6.717637,566,6,#00CC96
0.7860295,-11.350607,-7.800228,568,5,#AB63FA
0.7189556,-8.288195,-17.528648,564,8,#EF553B
1.5598168,7.2622266,15.751868,598,2,#FF97FF
2.9312801,11.600957,2.1493695,518,3,#FF97FF
10.995828,21.606432,2.3274598,530,8,#FFA15A
9.223582,23.887787,2.119864,528,7,#AB63FA
12.714413,-17.646572,-6.7631855,532,5,#19D3F3
12.068885,-10.105397,-3.6314023,502,2,#636EFA
13.107629,21.45605,-2.5056126,530,6,#FFA15A
6.003214,-12.775479,-1.1601131,554,1,#FF6692
7.2807693,20.463346,-0.16123132,528,3,#AB63FA
-13.90945,8.996515,2.72305,580,1,#FECB52
12.272435,4.9000983,3.974801,556,7,#B6E880
15.029779,0.4960341,-10.212209,540,5,#FECB52
15.472831,-0.6986714,-7.0313144,540,1,#FECB52
-2.4300694,-15.187018,3.3265288,516,6,#B6E880
-13.4421625,3.0996747,-12.376215,526,1,#00CC96
0.98065394,11.186117,-3.0152183,514,1,#FF6692
-15.953059,3.641768,8.625379,600,2,#FECB52
-2.6266868,-14.949312,3.3524964,516,6,#B6E880
-1.991654,-8.103274,-15.857405,564,7,#EF553B
5.4045753,0.69034016,-14.15332,514,5,#FF6692
-11.71318,7.3902903,1.9564338,580,8,#FECB52
0.1361045,-9.385385,-14.774201,564,2,#EF553B
0.8014369,-1.0779086,14.276679,598,1,#FF97FF
-12.778475,-0.35323364,10.032252,600,3,#FECB52
6.6313305,11.47741,-11.525009,596,2,#B6E880
3.1328185,-16.146402,-5.8145647,566,8,#00CC96
14.617048,-17.415451,-7.3527546,532,1,#19D3F3
-0.79032797,17.316713,2.3968863,594,8,#FF6692
-0.71234244,11.784626,9.403214,594,5,#FF6692
12.392752,23.359838,3.0564756,530,1,#FFA15A
4.0981984,12.938336,-11.071317,596,8,#B6E880
13.186848,-1.4293944,-10.819031,540,3,#FECB52
1.6404912,7.3043575,16.15298,598,2,#FF97FF
9.717066,22.591686,-0.5957083,530,5,#FFA15A
-2.5433712,-18.523533,-5.297583,566,2,#00CC96
-7.9845576,-6.7228355,-9.144664,524,1,#EF553B
12.299907,-19.145336,0.05932912,532,3,#19D3F3
9.2915535,-12.372252,-3.035883,554,3,#FF6692
13.099153,23.618725,-3.038063,530,4,#FFA15A
-6.569146,-7.3394194,-7.1005073,524,5,#EF553B
12.231621,-18.42768,-3.9476962,532,7,#19D3F3
-9.568709,4.104447,5.0460806,550,6,#FFA15A
-17.69441,-13.363422,1.2467568,534,8,#FF6692
19.264017,0.6569747,5.2563972,552,8,#19D3F3
-18.961489,0.8895825,-3.6821942,536,6,#B6E880
17.086996,-0.14758317,1.1295787,552,1,#19D3F3
-17.842758,-17.249346,-0.49500552,534,1,#FF6692
16.96215,-0.46146855,8.080291,552,4,#19D3F3
-8.064656,-8.692217,11.549301,520,8,#FECB52
-4.2048345,6.6103907,15.49354,574,1,#FF6692
4.9383183,-9.239586,7.959049,506,4,#00CC96
-1.9068708,-9.320905,-3.0761626,544,2,#EF553B
-17.626345,1.9927788,-0.6643957,588,8,#AB63FA
-7.3370657,2.3303695,-4.2656245,510,8,#FFA15A
-8.541561,4.999112,-4.6564,510,5,#FFA15A
15.064932,0.9564447,6.874611,552,3,#19D3F3
-5.306221,-7.8597946,14.886019,520,2,#FECB52
-0.011933635,1.8769099,26.454567,560,3,#FECB52
-21.713776,4.0045605,-0.16717537,588,1,#AB63FA
-7.822906,4.9428887,-1.5412906,510,1,#FFA15A
-12.600517,-0.44958067,-16.140837,590,5,#FFA15A
-6.847251,12.874315,-5.0983567,504,5,#EF553B
12.967247,5.7463245,-11.046936,578,7,#FF97FF
7.2503896,-12.072431,6.783,506,6,#00CC96
3.4934745,2.9698899,18.75817,546,7,#00CC96
-17.62239,-16.864609,-4.3873644,534,6,#FF6692
-10.436759,14.108444,-1.1857285,512,3,#19D3F3
-6.0182858,11.045661,-4.265608,504,1,#EF553B
-12.257496,-10.991232,-3.0399694,576,4,#B6E880
-18.320234,-1.9157927,1.9111595,588,4,#AB63FA
-7.2060795,3.2640262,1.7033591,550,5,#FFA15A
3.1908221,2.7764916,19.293978,546,7,#00CC96
-6.3692083,-8.537262,13.199937,520,7,#FECB52
5.564478,2.3093069,20.520994,546,2,#00CC96
-5.079218,-8.133391,15.241543,520,2,#FECB52
4.0912204,-23.284435,-5.6289268,544,8,#EF553B
18.993532,1.3486617,-1.5154331,586,2,#00CC96
13.433174,4.968986,-7.9033275,578,2,#FF97FF
-16.281948,-14.572529,-0.6209455,534,7,#FF6692
17.146215,3.4010527,-5.272656,586,1,#00CC96
-19.947926,-1.5087935,8.760674,510,2,#FFA15A
-23.001194,3.087015,3.4547226,588,2,#AB63FA
8.569644,5.961982,-5.8535094,578,8,#FF97FF
5.1547446,4.251206,5.4369564,584,6,#EF553B
-14.152495,-3.432203,-14.154346,590,7,#FFA15A
18.127064,5.41176,-2.4422114,586,5,#00CC96
-9.654839,3.804752,4.949601,550,6,#FFA15A
-11.583872,-13.501459,1.232835,522,7,#636EFA
-11.479078,-11.520513,-4.582971,576,3,#B6E880
1.0955535,0.26334935,25.840563,560,5,#FECB52
-13.595887,-15.59861,-5.6297054,576,7,#B6E880
4.329476,4.64736,8.001857,584,7,#EF553B
-5.6969304,1.3291115,19.543377,574,4,#FF6692
15.673786,-9.819752,-1.0758055,502,1,#636EFA
15.674829,-9.812513,-1.0723802,502,1,#636EFA
15.674517,-9.814332,-1.070777,502,1,#636EFA
15.672279,-9.831529,-1.0879284,502,1,#636EFA
15.675822,-9.812389,-1.0683818,502,1,#636EFA
15.675429,-9.813571,-1.0733896,502,1,#636EFA
12.145756,-10.783812,-3.720498,502,2,#636EFA
12.174373,-10.645409,-3.509286,502,2,#636EFA
11.819041,-10.585274,-3.4466052,502,2,#636EFA
11.938074,-10.475333,-3.2457602,502,2,#636EFA
12.266485,-10.232358,-3.548683,502,2,#636EFA
12.068885,-10.105397,-3.6314023,502,2,#636EFA
11.816351,-10.213489,-3.7365587,502,2,#636EFA
15.089052,-11.64414,2.6597292,502,3,#636EFA
15.140092,-11.567707,2.7191467,502,3,#636EFA
15.10151,-11.536354,2.7051961,502,3,#636EFA
15.062241,-11.510068,2.6897554,502,3,#636EFA
15.000067,-11.538734,2.6733677,502,3,#636EFA
15.012446,-11.559534,2.7125015,502,3,#636EFA
14.649989,-13.408782,0.25907427,502,4,#636EFA
14.656473,-13.340825,0.25052232,502,4,#636EFA
14.630627,-13.327768,0.20408386,502,4,#636EFA
14.632905,-13.315762,0.1742954,502,4,#636EFA
14.620334,-13.349772,0.17531152,502,4,#636EFA
14.627256,-13.326202,0.15659675,502,4,#636EFA
15.517605,-11.535321,-2.9161775,502,5,#636EFA
15.518389,-11.57085,-2.908886,502,5,#636EFA
15.507421,-11.55961,-2.9218442,502,5,#636EFA
15.505179,-11.574813,-2.9256487,502,5,#636EFA
15.530039,-11.539822,-2.9169374,502,5,#636EFA
15.513119,-11.557743,-2.9181404,502,5,#636EFA
11.990835,-12.975553,-0.23253262,502,6,#636EFA
11.9677105,-12.960119,-0.18691225,502,6,#636EFA
11.94172,-12.949184,-0.2411967,502,6,#636EFA
11.962416,-12.9822855,-0.24181776,502,6,#636EFA
11.908084,-12.97694,-0.24694075,502,6,#636EFA
11.894664,-12.962955,-0.23560101,502,6,#636EFA
11.944592,-12.9738245,-0.27653596,502,6,#636EFA
12.86698,-13.388522,-2.6155825,502,7,#636EFA
12.872544,-13.356163,-2.626971,502,7,#636EFA
12.867033,-13.3862,-2.6329892,502,7,#636EFA
12.839237,-13.363936,-2.646369,502,7,#636EFA
12.828454,-13.3771,-2.6388967,502,7,#636EFA
12.831539,-13.390104,-2.6429636,502,7,#636EFA
14.197951,-15.040693,0.57284445,502,8,#636EFA
14.213964,-14.963503,0.5918187,502,8,#636EFA
14.179067,-15.015829,0.58850974,502,8,#636EFA
14.184877,-15.002658,0.5689728,502,8,#636EFA
14.1768875,-15.02857,0.5651117,502,8,#636EFA
14.200897,-15.023229,0.56304586,502,8,#636EFA
-5.9560785,10.996848,-4.1873417,504,1,#EF553B
-5.9823995,11.028343,-4.2285414,504,1,#EF553B
-5.9743466,11.009302,-4.2355757,504,1,#EF553B
-5.9738436,10.996873,-4.2350845,504,1,#EF553B
-5.959449,10.998757,-4.2078843,504,1,#EF553B
-5.906026,11.021244,-4.2191944,504,1,#EF553B
-4.3837566,11.192297,-6.4471383,504,2,#EF553B
-4.3822527,11.183591,-6.422278,504,2,#EF553B
-4.390945,11.192687,-6.423208,504,2,#EF553B
-4.4242873,11.194105,-6.446498,504,2,#EF553B
-4.421671,11.207989,-6.4883246,504,2,#EF553B
-4.390708,11.211502,-6.4844,504,2,#EF553B
-4.416978,11.170644,-6.481553,504,2,#EF553B
-4.6489096,14.441447,-7.568971,504,3,#EF553B
-4.6528416,14.458655,-7.561528,504,3,#EF553B
-4.6236,14.482224,-7.535864,504,3,#EF553B
-4.6123714,14.482109,-7.5513763,504,3,#EF553B
-4.6115522,14.498791,-7.526691,504,3,#EF553B
-4.625079,14.497883,-7.5315785,504,3,#EF553B
